database_name	LIPIDMAPS
database_version	18Mar14
948.814592	C62H108O6	LMGL03011535
926.736342	C61H98O6	LMGL03011536
926.736342	C61H98O6	LMGL03011537
926.736342	C61H98O6	LMGL03011538
944.783292	C62H104O6	LMGL03011539
944.783292	C62H104O6	LMGL03011540
944.783292	C62H104O6	LMGL03011541
948.814592	C62H108O6	LMGL03011542
926.736342	C61H98O6	LMGL03011543
926.736342	C61H98O6	LMGL03011544
958.798942	C63H106O6	LMGL03011545
958.798942	C63H106O6	LMGL03011546
958.798942	C63H106O6	LMGL03011547
958.798942	C63H106O6	LMGL03011548
920.689392	C61H92O6	LMGL03011549
942.767642	C62H102O6	LMGL03011550
958.798942	C63H106O6	LMGL03011551
958.798942	C63H106O6	LMGL03011552
972.908492	C63H120O6	LMGL03011553
946.798942	C62H106O6	LMGL03011554
946.798942	C62H106O6	LMGL03011555
968.877192	C63H116O6	LMGL03011556
984.908492	C64H120O6	LMGL03011557
984.908492	C64H120O6	LMGL03011558
984.908492	C64H120O6	LMGL03011559
988.939792	C64H124O6	LMGL03011560
962.830242	C63H110O6	LMGL03011561
962.830242	C63H110O6	LMGL03011562
962.830242	C63H110O6	LMGL03011563
984.908492	C64H120O6	LMGL03011564
1000.939792	C65H124O6	LMGL03011565
984.908492	C64H120O6	LMGL03011566
984.908492	C64H120O6	LMGL03011567
968.877192	C63H116O6	LMGL03011568
962.830242	C63H110O6	LMGL03011569
962.830242	C63H110O6	LMGL03011570
962.830242	C63H110O6	LMGL03011571
962.830242	C63H110O6	LMGL03011572
984.908492	C64H120O6	LMGL03011573
1000.939792	C65H124O6	LMGL03011574
962.830242	C63H110O6	LMGL03011575
964.845892	C63H112O6	LMGL03011576
982.892842	C64H118O6	LMGL03011577
966.861542	C63H114O6	LMGL03011578
940.751992	C62H100O6	LMGL03011579
960.814592	C63H108O6	LMGL03011580
960.814592	C63H108O6	LMGL03011581
960.814592	C63H108O6	LMGL03011582
960.814592	C63H108O6	LMGL03011583
982.892842	C64H118O6	LMGL03011584
968.877192	C63H116O6	LMGL03011585
968.877192	C63H116O6	LMGL03011586
970.892842	C63H118O6	LMGL03011587
944.783292	C62H104O6	LMGL03011588
944.783292	C62H104O6	LMGL03011589
964.845892	C63H112O6	LMGL03011590
964.845892	C63H112O6	LMGL03011591
964.845892	C63H112O6	LMGL03011592
964.845892	C63H112O6	LMGL03011593
970.892842	C63H118O6	LMGL03011594
966.861542	C63H114O6	LMGL03011595
950.830242	C62H110O6	LMGL03011596
942.767642	C62H102O6	LMGL03011597
942.767642	C62H102O6	LMGL03011598
942.767642	C62H102O6	LMGL03011599
962.830242	C63H110O6	LMGL03011600
962.830242	C63H110O6	LMGL03011601
962.830242	C63H110O6	LMGL03011602
946.798942	C62H106O6	LMGL03011603
950.830242	C62H110O6	LMGL03011604
924.720692	C61H96O6	LMGL03011605
942.767642	C62H102O6	LMGL03011606
942.767642	C62H102O6	LMGL03011607
942.767642	C62H102O6	LMGL03011608
962.830242	C63H110O6	LMGL03011609
962.830242	C63H110O6	LMGL03011610
946.798942	C62H106O6	LMGL03011611
924.720692	C61H96O6	LMGL03011612
924.720692	C61H96O6	LMGL03011613
924.720692	C61H96O6	LMGL03011614
942.767642	C62H102O6	LMGL03011615
942.767642	C62H102O6	LMGL03011616
942.767642	C62H102O6	LMGL03011617
962.830242	C63H110O6	LMGL03011618
946.798942	C62H106O6	LMGL03011619
924.720692	C61H96O6	LMGL03011620
956.783292	C63H104O6	LMGL03011621
956.783292	C63H104O6	LMGL03011622
956.783292	C63H104O6	LMGL03011623
940.751992	C62H100O6	LMGL03011624
956.783292	C63H104O6	LMGL03011625
956.783292	C63H104O6	LMGL03011626
956.783292	C63H104O6	LMGL03011627
970.892842	C63H118O6	LMGL03011628
944.783292	C62H104O6	LMGL03011629
966.861542	C63H114O6	LMGL03011630
982.892842	C64H118O6	LMGL03011631
982.892842	C64H118O6	LMGL03011632
1002.955442	C65H126O6	LMGL03011633
986.924142	C64H122O6	LMGL03011634
960.814592	C63H108O6	LMGL03011635
960.814592	C63H108O6	LMGL03011636
982.892842	C64H118O6	LMGL03011637
998.924142	C65H122O6	LMGL03011638
998.924142	C65H122O6	LMGL03011639
982.892842	C64H118O6	LMGL03011640
982.892842	C64H118O6	LMGL03011641
986.924142	C64H122O6	LMGL03011642
960.814592	C63H108O6	LMGL03011643
960.814592	C63H108O6	LMGL03011644
960.814592	C63H108O6	LMGL03011645
982.892842	C64H118O6	LMGL03011646
998.924142	C65H122O6	LMGL03011647
960.814592	C63H108O6	LMGL03011648
980.877192	C64H116O6	LMGL03011649
980.877192	C64H116O6	LMGL03011650
964.845892	C63H112O6	LMGL03011651
958.798942	C63H106O6	LMGL03011652
958.798942	C63H106O6	LMGL03011653
958.798942	C63H106O6	LMGL03011654
958.798942	C63H106O6	LMGL03011655
980.877192	C64H116O6	LMGL03011656
996.908492	C65H120O6	LMGL03011657
964.845892	C63H112O6	LMGL03011658
966.861542	C63H114O6	LMGL03011659
984.908492	C64H120O6	LMGL03011660
968.877192	C63H116O6	LMGL03011661
942.767642	C62H102O6	LMGL03011662
962.830242	C63H110O6	LMGL03011663
962.830242	C63H110O6	LMGL03011664
962.830242	C63H110O6	LMGL03011665
962.830242	C63H110O6	LMGL03011666
984.908492	C64H120O6	LMGL03011667
964.845892	C63H112O6	LMGL03011668
964.845892	C63H112O6	LMGL03011669
966.861542	C63H114O6	LMGL03011670
940.751992	C62H100O6	LMGL03011671
940.751992	C62H100O6	LMGL03011672
960.814592	C63H108O6	LMGL03011673
960.814592	C63H108O6	LMGL03011674
960.814592	C63H108O6	LMGL03011675
960.814592	C63H108O6	LMGL03011676
966.861542	C63H114O6	LMGL03011677
964.845892	C63H112O6	LMGL03011678
948.814592	C62H108O6	LMGL03011679
940.751992	C62H100O6	LMGL03011680
940.751992	C62H100O6	LMGL03011681
940.751992	C62H100O6	LMGL03011682
960.814592	C63H108O6	LMGL03011683
960.814592	C63H108O6	LMGL03011684
960.814592	C63H108O6	LMGL03011685
944.783292	C62H104O6	LMGL03011686
948.814592	C62H108O6	LMGL03011687
922.705042	C61H94O6	LMGL03011688
940.751992	C62H100O6	LMGL03011689
940.751992	C62H100O6	LMGL03011690
940.751992	C62H100O6	LMGL03011691
960.814592	C63H108O6	LMGL03011692
960.814592	C63H108O6	LMGL03011693
944.783292	C62H104O6	LMGL03011694
922.705042	C61H94O6	LMGL03011695
954.767642	C63H102O6	LMGL03011696
954.767642	C63H102O6	LMGL03011697
954.767642	C63H102O6	LMGL03011698
954.767642	C63H102O6	LMGL03011699
954.767642	C63H102O6	LMGL03011700
968.877192	C63H116O6	LMGL03011701
964.845892	C63H112O6	LMGL03011702
980.877192	C64H116O6	LMGL03011703
980.877192	C64H116O6	LMGL03011704
980.877192	C64H116O6	LMGL03011705
1000.939792	C65H124O6	LMGL03011706
984.908492	C64H120O6	LMGL03011707
958.798942	C63H106O6	LMGL03011708
980.877192	C64H116O6	LMGL03011709
996.908492	C65H120O6	LMGL03011710
996.908492	C65H120O6	LMGL03011711
980.877192	C64H116O6	LMGL03011712
1000.939792	C65H124O6	LMGL03011713
984.908492	C64H120O6	LMGL03011714
958.798942	C63H106O6	LMGL03011715
958.798942	C63H106O6	LMGL03011716
980.877192	C64H116O6	LMGL03011717
996.908492	C65H120O6	LMGL03011718
996.908492	C65H120O6	LMGL03011719
976.845892	C64H112O6	LMGL03011720
978.861542	C64H114O6	LMGL03011721
978.861542	C64H114O6	LMGL03011722
982.892842	C64H118O6	LMGL03011723
956.783292	C63H104O6	LMGL03011724
956.783292	C63H104O6	LMGL03011725
956.783292	C63H104O6	LMGL03011726
978.861542	C64H114O6	LMGL03011727
994.892842	C65H118O6	LMGL03011728
966.861542	C63H114O6	LMGL03011729
962.830242	C63H110O6	LMGL03011730
982.892842	C64H118O6	LMGL03011731
982.892842	C64H118O6	LMGL03011732
966.861542	C63H114O6	LMGL03011733
960.814592	C63H108O6	LMGL03011734
960.814592	C63H108O6	LMGL03011735
960.814592	C63H108O6	LMGL03011736
960.814592	C63H108O6	LMGL03011737
982.892842	C64H118O6	LMGL03011738
998.924142	C65H122O6	LMGL03011739
960.814592	C63H108O6	LMGL03011740
962.830242	C63H110O6	LMGL03011741
980.877192	C64H116O6	LMGL03011742
964.845892	C63H112O6	LMGL03011743
938.736342	C62H98O6	LMGL03011744
958.798942	C63H106O6	LMGL03011745
958.798942	C63H106O6	LMGL03011746
958.798942	C63H106O6	LMGL03011747
958.798942	C63H106O6	LMGL03011748
980.877192	C64H116O6	LMGL03011749
962.830242	C63H110O6	LMGL03011750
962.830242	C63H110O6	LMGL03011751
964.845892	C63H112O6	LMGL03011752
938.736342	C62H98O6	LMGL03011753
938.736342	C62H98O6	LMGL03011754
958.798942	C63H106O6	LMGL03011755
958.798942	C63H106O6	LMGL03011756
958.798942	C63H106O6	LMGL03011757
958.798942	C63H106O6	LMGL03011758
964.845892	C63H112O6	LMGL03011759
962.830242	C63H110O6	LMGL03011760
946.798942	C62H106O6	LMGL03011761
938.736342	C62H98O6	LMGL03011762
938.736342	C62H98O6	LMGL03011763
938.736342	C62H98O6	LMGL03011764
958.798942	C63H106O6	LMGL03011765
958.798942	C63H106O6	LMGL03011766
958.798942	C63H106O6	LMGL03011767
942.767642	C62H102O6	LMGL03011768
952.751992	C63H100O6	LMGL03011769
952.751992	C63H100O6	LMGL03011770
952.751992	C63H100O6	LMGL03011771
952.751992	C63H100O6	LMGL03011772
988.939792	C64H124O6	LMGL03011773
978.861542	C64H114O6	LMGL03011774
978.861542	C64H114O6	LMGL03011775
978.861542	C64H114O6	LMGL03011776
998.924142	C65H122O6	LMGL03011777
982.892842	C64H118O6	LMGL03011778
978.861542	C64H114O6	LMGL03011779
994.892842	C65H118O6	LMGL03011780
994.892842	C65H118O6	LMGL03011781
994.892842	C65H118O6	LMGL03011782
998.924142	C65H122O6	LMGL03011783
998.924142	C65H122O6	LMGL03011784
982.892842	C64H118O6	LMGL03011785
956.783292	C63H104O6	LMGL03011786
978.861542	C64H114O6	LMGL03011787
994.892842	C65H118O6	LMGL03011788
994.892842	C65H118O6	LMGL03011789
974.830242	C64H110O6	LMGL03011790
976.845892	C64H112O6	LMGL03011791
996.908492	C65H120O6	LMGL03011792
980.877192	C64H116O6	LMGL03011793
954.767642	C63H102O6	LMGL03011794
954.767642	C63H102O6	LMGL03011795
976.845892	C64H112O6	LMGL03011796
992.877192	C65H116O6	LMGL03011797
992.877192	C65H116O6	LMGL03011798
964.845892	C63H112O6	LMGL03011799
978.861542	C64H114O6	LMGL03011800
980.877192	C64H116O6	LMGL03011801
980.877192	C64H116O6	LMGL03011802
984.908492	C64H120O6	LMGL03011803
958.798942	C63H106O6	LMGL03011804
958.798942	C63H106O6	LMGL03011805
958.798942	C63H106O6	LMGL03011806
980.877192	C64H116O6	LMGL03011807
996.908492	C65H120O6	LMGL03011808
962.830242	C63H110O6	LMGL03011809
958.798942	C63H106O6	LMGL03011810
978.861542	C64H114O6	LMGL03011811
978.861542	C64H114O6	LMGL03011812
962.830242	C63H110O6	LMGL03011813
956.783292	C63H104O6	LMGL03011814
956.783292	C63H104O6	LMGL03011815
956.783292	C63H104O6	LMGL03011816
956.783292	C63H104O6	LMGL03011817
978.861542	C64H114O6	LMGL03011818
994.892842	C65H118O6	LMGL03011819
958.798942	C63H106O6	LMGL03011820
960.814592	C63H108O6	LMGL03011821
978.861542	C64H114O6	LMGL03011822
962.830242	C63H110O6	LMGL03011823
936.720692	C62H96O6	LMGL03011824
956.783292	C63H104O6	LMGL03011825
956.783292	C63H104O6	LMGL03011826
956.783292	C63H104O6	LMGL03011827
956.783292	C63H104O6	LMGL03011828
978.861542	C64H114O6	LMGL03011829
960.814592	C63H108O6	LMGL03011830
960.814592	C63H108O6	LMGL03011831
962.830242	C63H110O6	LMGL03011832
936.720692	C62H96O6	LMGL03011833
936.720692	C62H96O6	LMGL03011834
956.783292	C63H104O6	LMGL03011835
956.783292	C63H104O6	LMGL03011836
956.783292	C63H104O6	LMGL03011837
956.783292	C63H104O6	LMGL03011838
962.830242	C63H110O6	LMGL03011839
950.736342	C63H98O6	LMGL03011840
950.736342	C63H98O6	LMGL03011841
950.736342	C63H98O6	LMGL03011842
1002.955442	C65H126O6	LMGL03011843
976.845892	C64H112O6	LMGL03011844
976.845892	C64H112O6	LMGL03011845
976.845892	C64H112O6	LMGL03011846
996.908492	C65H120O6	LMGL03011847
1002.955442	C65H126O6	LMGL03011848
992.877192	C65H116O6	LMGL03011849
992.877192	C65H116O6	LMGL03011850
992.877192	C65H116O6	LMGL03011851
996.908492	C65H120O6	LMGL03011852
996.908492	C65H120O6	LMGL03011853
980.877192	C64H116O6	LMGL03011854
976.845892	C64H112O6	LMGL03011855
992.877192	C65H116O6	LMGL03011856
992.877192	C65H116O6	LMGL03011857
992.877192	C65H116O6	LMGL03011858
972.814592	C64H108O6	LMGL03011859
994.892842	C65H118O6	LMGL03011860
994.892842	C65H118O6	LMGL03011861
978.861542	C64H114O6	LMGL03011862
952.751992	C63H100O6	LMGL03011863
974.830242	C64H110O6	LMGL03011864
990.861542	C65H114O6	LMGL03011865
990.861542	C65H114O6	LMGL03011866
980.877192	C64H116O6	LMGL03011867
976.845892	C64H112O6	LMGL03011868
978.861542	C64H114O6	LMGL03011869
998.924142	C65H122O6	LMGL03011870
982.892842	C64H118O6	LMGL03011871
956.783292	C63H104O6	LMGL03011872
956.783292	C63H104O6	LMGL03011873
978.861542	C64H114O6	LMGL03011874
994.892842	C65H118O6	LMGL03011875
994.892842	C65H118O6	LMGL03011876
958.798942	C63H106O6	LMGL03011877
960.814592	C63H108O6	LMGL03011878
974.830242	C64H110O6	LMGL03011879
976.845892	C64H112O6	LMGL03011880
976.845892	C64H112O6	LMGL03011881
980.877192	C64H116O6	LMGL03011882
954.767642	C63H102O6	LMGL03011883
954.767642	C63H102O6	LMGL03011884
954.767642	C63H102O6	LMGL03011885
976.845892	C64H112O6	LMGL03011886
992.877192	C65H116O6	LMGL03011887
960.814592	C63H108O6	LMGL03011888
956.783292	C63H104O6	LMGL03011889
976.845892	C64H112O6	LMGL03011890
976.845892	C64H112O6	LMGL03011891
960.814592	C63H108O6	LMGL03011892
954.767642	C63H102O6	LMGL03011893
954.767642	C63H102O6	LMGL03011894
954.767642	C63H102O6	LMGL03011895
954.767642	C63H102O6	LMGL03011896
976.845892	C64H112O6	LMGL03011897
992.877192	C65H116O6	LMGL03011898
956.783292	C63H104O6	LMGL03011899
958.798942	C63H106O6	LMGL03011900
976.845892	C64H112O6	LMGL03011901
960.814592	C63H108O6	LMGL03011902
934.705042	C62H94O6	LMGL03011903
954.767642	C63H102O6	LMGL03011904
954.767642	C63H102O6	LMGL03011905
954.767642	C63H102O6	LMGL03011906
954.767642	C63H102O6	LMGL03011907
976.845892	C64H112O6	LMGL03011908
948.720692	C63H96O6	LMGL03011909
948.720692	C63H96O6	LMGL03011910
1000.939792	C65H124O6	LMGL03011911
974.830242	C64H110O6	LMGL03011912
974.830242	C64H110O6	LMGL03011913
1016.971092	C66H128O6	LMGL03011914
1016.971092	C66H128O6	LMGL03011915
990.861542	C65H114O6	LMGL03011916
990.861542	C65H114O6	LMGL03011917
990.861542	C65H114O6	LMGL03011918
994.892842	C65H118O6	LMGL03011919
994.892842	C65H118O6	LMGL03011920
1000.939792	C65H124O6	LMGL03011921
990.861542	C65H114O6	LMGL03011922
990.861542	C65H114O6	LMGL03011923
990.861542	C65H114O6	LMGL03011924
990.861542	C65H114O6	LMGL03011925
992.877192	C65H116O6	LMGL03011926
992.877192	C65H116O6	LMGL03011927
976.845892	C64H112O6	LMGL03011928
972.814592	C64H108O6	LMGL03011929
988.845892	C65H112O6	LMGL03011930
988.845892	C65H112O6	LMGL03011931
988.845892	C65H112O6	LMGL03011932
978.861542	C64H114O6	LMGL03011933
974.830242	C64H110O6	LMGL03011934
996.908492	C65H120O6	LMGL03011935
996.908492	C65H120O6	LMGL03011936
980.877192	C64H116O6	LMGL03011937
954.767642	C63H102O6	LMGL03011938
976.845892	C64H112O6	LMGL03011939
992.877192	C65H116O6	LMGL03011940
992.877192	C65H116O6	LMGL03011941
956.783292	C63H104O6	LMGL03011942
976.845892	C64H112O6	LMGL03011943
972.814592	C64H108O6	LMGL03011944
974.830242	C64H110O6	LMGL03011945
994.892842	C65H118O6	LMGL03011946
978.861542	C64H114O6	LMGL03011947
952.751992	C63H100O6	LMGL03011948
952.751992	C63H100O6	LMGL03011949
974.830242	C64H110O6	LMGL03011950
990.861542	C65H114O6	LMGL03011951
990.861542	C65H114O6	LMGL03011952
956.783292	C63H104O6	LMGL03011953
958.798942	C63H106O6	LMGL03011954
972.814592	C64H108O6	LMGL03011955
974.830242	C64H110O6	LMGL03011956
974.830242	C64H110O6	LMGL03011957
978.861542	C64H114O6	LMGL03011958
952.751992	C63H100O6	LMGL03011959
952.751992	C63H100O6	LMGL03011960
952.751992	C63H100O6	LMGL03011961
974.830242	C64H110O6	LMGL03011962
990.861542	C65H114O6	LMGL03011963
958.798942	C63H106O6	LMGL03011964
954.767642	C63H102O6	LMGL03011965
974.830242	C64H110O6	LMGL03011966
974.830242	C64H110O6	LMGL03011967
958.798942	C63H106O6	LMGL03011968
952.751992	C63H100O6	LMGL03011969
952.751992	C63H100O6	LMGL03011970
952.751992	C63H100O6	LMGL03011971
952.751992	C63H100O6	LMGL03011972
974.830242	C64H110O6	LMGL03011973
990.861542	C65H114O6	LMGL03011974
946.705042	C63H94O6	LMGL03011975
998.924142	C65H122O6	LMGL03011976
972.814592	C64H108O6	LMGL03011977
972.814592	C64H108O6	LMGL03011978
1030.986742	C67H130O6	LMGL03011979
1014.955442	C66H126O6	LMGL03011980
988.845892	C65H112O6	LMGL03011981
988.845892	C65H112O6	LMGL03011982
992.877192	C65H116O6	LMGL03011983
1014.955442	C66H126O6	LMGL03011984
1014.955442	C66H126O6	LMGL03011985
988.845892	C65H112O6	LMGL03011986
988.845892	C65H112O6	LMGL03011987
988.845892	C65H112O6	LMGL03011988
988.845892	C65H112O6	LMGL03011989
990.861542	C65H114O6	LMGL03011990
990.861542	C65H114O6	LMGL03011991
996.908492	C65H120O6	LMGL03011992
986.830242	C65H110O6	LMGL03011993
986.830242	C65H110O6	LMGL03011994
986.830242	C65H110O6	LMGL03011995
976.845892	C64H112O6	LMGL03011996
992.877192	C65H116O6	LMGL03011997
994.892842	C65H118O6	LMGL03011998
994.892842	C65H118O6	LMGL03011999
978.861542	C64H114O6	LMGL03012000
974.830242	C64H110O6	LMGL03012001
990.861542	C65H114O6	LMGL03012002
990.861542	C65H114O6	LMGL03012003
990.861542	C65H114O6	LMGL03012004
972.814592	C64H108O6	LMGL03012005
974.830242	C64H110O6	LMGL03012006
970.798942	C64H106O6	LMGL03012007
992.877192	C65H116O6	LMGL03012008
992.877192	C65H116O6	LMGL03012009
976.845892	C64H112O6	LMGL03012010
950.736342	C63H98O6	LMGL03012011
972.814592	C64H108O6	LMGL03012012
988.845892	C65H112O6	LMGL03012013
988.845892	C65H112O6	LMGL03012014
954.767642	C63H102O6	LMGL03012015
954.767642	C63H102O6	LMGL03012016
974.830242	C64H110O6	LMGL03012017
970.798942	C64H106O6	LMGL03012018
972.814592	C64H108O6	LMGL03012019
992.877192	C65H116O6	LMGL03012020
976.845892	C64H112O6	LMGL03012021
950.736342	C63H98O6	LMGL03012022
950.736342	C63H98O6	LMGL03012023
972.814592	C64H108O6	LMGL03012024
988.845892	C65H112O6	LMGL03012025
988.845892	C65H112O6	LMGL03012026
954.767642	C63H102O6	LMGL03012027
956.783292	C63H104O6	LMGL03012028
970.798942	C64H106O6	LMGL03012029
972.814592	C64H108O6	LMGL03012030
972.814592	C64H108O6	LMGL03012031
976.845892	C64H112O6	LMGL03012032
950.736342	C63H98O6	LMGL03012033
950.736342	C63H98O6	LMGL03012034
950.736342	C63H98O6	LMGL03012035
972.814592	C64H108O6	LMGL03012036
988.845892	C65H112O6	LMGL03012037
944.689392	C63H92O6	LMGL03012038
996.908492	C65H120O6	LMGL03012039
970.798942	C64H106O6	LMGL03012040
1028.971092	C67H128O6	LMGL03012041
1012.939792	C66H124O6	LMGL03012042
986.830242	C65H110O6	LMGL03012043
986.830242	C65H110O6	LMGL03012044
1012.939792	C66H124O6	LMGL03012045
1028.971092	C67H128O6	LMGL03012046
1012.939792	C66H124O6	LMGL03012047
986.830242	C65H110O6	LMGL03012048
986.830242	C65H110O6	LMGL03012049
986.830242	C65H110O6	LMGL03012050
988.845892	C65H112O6	LMGL03012051
1010.924142	C66H122O6	LMGL03012052
1010.924142	C66H122O6	LMGL03012053
984.814592	C65H108O6	LMGL03012054
984.814592	C65H108O6	LMGL03012055
984.814592	C65H108O6	LMGL03012056
994.892842	C65H118O6	LMGL03012057
990.861542	C65H114O6	LMGL03012058
992.877192	C65H116O6	LMGL03012059
992.877192	C65H116O6	LMGL03012060
998.924142	C65H122O6	LMGL03012061
988.845892	C65H112O6	LMGL03012062
988.845892	C65H112O6	LMGL03012063
988.845892	C65H112O6	LMGL03012064
970.798942	C64H106O6	LMGL03012065
972.814592	C64H108O6	LMGL03012066
988.845892	C65H112O6	LMGL03012067
990.861542	C65H114O6	LMGL03012068
990.861542	C65H114O6	LMGL03012069
974.830242	C64H110O6	LMGL03012070
970.798942	C64H106O6	LMGL03012071
986.830242	C65H110O6	LMGL03012072
986.830242	C65H110O6	LMGL03012073
986.830242	C65H110O6	LMGL03012074
952.751992	C63H100O6	LMGL03012075
970.798942	C64H106O6	LMGL03012076
972.814592	C64H108O6	LMGL03012077
968.783292	C64H104O6	LMGL03012078
990.861542	C65H114O6	LMGL03012079
990.861542	C65H114O6	LMGL03012080
974.830242	C64H110O6	LMGL03012081
948.720692	C63H96O6	LMGL03012082
970.798942	C64H106O6	LMGL03012083
986.830242	C65H110O6	LMGL03012084
986.830242	C65H110O6	LMGL03012085
952.751992	C63H100O6	LMGL03012086
952.751992	C63H100O6	LMGL03012087
972.814592	C64H108O6	LMGL03012088
968.783292	C64H104O6	LMGL03012089
970.798942	C64H106O6	LMGL03012090
990.861542	C65H114O6	LMGL03012091
974.830242	C64H110O6	LMGL03012092
948.720692	C63H96O6	LMGL03012093
948.720692	C63H96O6	LMGL03012094
970.798942	C64H106O6	LMGL03012095
986.830242	C65H110O6	LMGL03012096
986.830242	C65H110O6	LMGL03012097
994.892842	C65H118O6	LMGL03012098
968.783292	C64H104O6	LMGL03012099
1026.955442	C67H126O6	LMGL03012100
1010.924142	C66H122O6	LMGL03012101
984.814592	C65H108O6	LMGL03012102
1026.955442	C67H126O6	LMGL03012103
1026.955442	C67H126O6	LMGL03012104
1010.924142	C66H122O6	LMGL03012105
984.814592	C65H108O6	LMGL03012106
984.814592	C65H108O6	LMGL03012107
984.814592	C65H108O6	LMGL03012108
1008.908492	C66H120O6	LMGL03012109
1024.939792	C67H124O6	LMGL03012110
1008.908492	C66H120O6	LMGL03012111
982.798942	C65H106O6	LMGL03012112
982.798942	C65H106O6	LMGL03012113
992.877192	C65H116O6	LMGL03012114
988.845892	C65H112O6	LMGL03012115
990.861542	C65H114O6	LMGL03012116
1012.939792	C66H124O6	LMGL03012117
1012.939792	C66H124O6	LMGL03012118
986.830242	C65H110O6	LMGL03012119
986.830242	C65H110O6	LMGL03012120
986.830242	C65H110O6	LMGL03012121
968.783292	C64H104O6	LMGL03012122
990.861542	C65H114O6	LMGL03012123
986.830242	C65H110O6	LMGL03012124
